identifier,identifier_pmid,title,creator,subject,rights,source,file_names_html,text_links_list
35,9,திருமந்திரம் - 2 (3-6 தந்திரங்கள்),திருமூலர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0009_01.html | pmuni0009_02.html | pmuni0009_03.html,pmuni0009_01.txt | pmuni0009_02.txt | pmuni0009_03.txt
36,9,திருமுறை 10 /திருமந்திரம்,திருமூலர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0009_01.html | pmuni0009_02.html,pmuni0009_01.txt | pmuni0009_02.txt
37,10,திருமந்திரம் - 3 (7-9 தந்திரங்கள்),திருமூலர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0010_01.html | pmuni0010_02.html | pmuni0010_03.html,pmuni0010_01.txt | pmuni0010_02.txt | pmuni0010_03.txt
38,10,திருமுறை 10 /திருமந்திரம்,திருமூலர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0010_01.html | pmuni0010_02.html | pmuni0010_03.html,pmuni0010_01.txt | pmuni0010_02.txt | pmuni0010_03.txt
39,11,தண்ணீர் தேசம்,வைரமுத்து,கவிதைத் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0011_01.html | pmuni0011_02.html,pmuni0011_01.txt | pmuni0011_02.txt
40,12,தேசிய கீதங்கள்,சி. சுப்ரமணிய பாரதியார்,கவிதைத் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0012_01.html,pmuni0012_01.txt
41,12,தெய்வப் பாடல்கள்,சி. சுப்ரமணிய பாரதியார்,கவிதைத் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0012_02.html,pmuni0012_02.txt
42,13,தேசிக பிரபந்தம்,வேதாந்த தேசிகர்,சமயம் - வைணவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0013.html,pmuni0013.txt
43,14,பகவத் கீதை /தமிழாக்கம்; விளக்கவுரை,சி. சுப்ரமணிய பாரதியார்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0014.html,pmuni0014.txt
44,15,நளவெண்பா,புகழேந்திப் புலவர்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0015.html,pmuni0015.txt
45,16,நாலடியார்,பல ஆசிரியர்கள்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0016.html,pmuni0016.txt
46,17,திருக்குறள் /ஆங்கில மொழியாக்கம் (tirukkural - English translation),சுத்தானந்த பாரதியார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0017.html,pmuni0017.txt
47,18,திருவருட்பா /திருமுறை 1 (பாடல்கள் 1-570),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0018_01.html | pmuni0018_02.html,pmuni0018_01.txt | pmuni0018_02.txt
48,18,திருவருட்பா /திருமுறை 2.1 (பாடல்கள்571-1006 ),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0018_01.html | pmuni0018_02.html,pmuni0018_01.txt | pmuni0018_02.txt
49,19,விவிலியம்  /புதிய ஏற்பாடு /மத்தேயு,விவிலியம்,சமயம் – கிருத்துவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0019_01.html,pmuni0019_01.txt
50,19,விவிலியம்  /புதிய ஏற்பாடு /மார்க்கு,விவிலியம்,சமயம் – கிருத்துவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0019_02.html,pmuni0019_02.txt
51,20,நடராசப் பத்து,முனிசாமி முதலியார்; சிருமாவூர்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0020.html,pmuni0020.txt
52,21,சுய சரிதை,சி. சுப்ரமணிய பாரதியார்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0021.html,pmuni0021.txt
53,21,ஞானப் பாடல்கள்,சி. சுப்ரமணிய பாரதியார்,கவிதைத் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0021.html,pmuni0021.txt
54,21,பல்வகைப் பாடல்கள்,சி. சுப்ரமணிய பாரதியார்,கவிதைத் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0021.html,pmuni0021.txt
55,22,உலகநீதி,உலகநாதர்,நீதிநெறி நூல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0022.html,pmuni0022.txt
56,23,கந்தர் அலங்காரம்,அருணகிரிநாதர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0023.html,pmuni0023.txt
57,23,கந்தர் அநுபூதி,அருணகிரிநாதர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0023.html,pmuni0023.txt
58,23,வேல் விருத்தம்; மயில் விருத்தம்; சேவல் விருத்தம்,அருணகிரிநாதர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0023.html,pmuni0023.txt
59,24,ஆசாரக் கோவை,பெருவாயின் முள்ளியார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0024.html,pmuni0024.txt
60,25,இன்னா நாற்பது,கபிலர்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0025.html,pmuni0025.txt
61,25,இனியவை நாற்பது,பூதஞ்சேந்தனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0025.html,pmuni0025.txt
62,25,களவழி நாற்பது,பொய்கையார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0025.html,pmuni0025.txt
63,25,முதுமொழிக் காஞ்சி,மதுரை கூடலூர் கிழார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0025.html,pmuni0025.txt
64,26,அபிராமி அந்தாதி,அபிராமி பட்டர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0026_01.html,pmuni0026_01.txt
65,26,அபிராமி அம்மைப் பதிகம்,அபிராமி பட்டர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0026_02.html,pmuni0026_02.txt
66,26,அபிராமி அந்தாதி /விளக்கஉரை,கண்ணதாசன்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0026_03.html,pmuni0026_03.txt
67,27,இன்னிலை,பொய்கையார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0027.html,pmuni0027.txt
